"No.","Time","Delta","Source","Destination","Protocol","Length","Info"
"75315","3143.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75339","3144.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75363","3145.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75384","3146.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75408","3147.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75432","3148.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75457","3149.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75481","3150.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75505","3151.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75529","3152.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75553","3153.428796","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75577","3154.428795","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75601","3155.428799","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75625","3156.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75649","3157.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75673","3158.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75698","3159.428795","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75722","3160.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75746","3161.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75770","3162.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75794","3163.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75815","3164.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75839","3165.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75863","3166.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75887","3167.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75911","3168.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75936","3169.428795","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75961","3170.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"75985","3171.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76011","3172.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76035","3173.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76060","3174.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76084","3175.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76108","3176.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76133","3177.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76157","3178.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76183","3179.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76207","3180.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76232","3181.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76256","3182.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76280","3183.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76305","3184.428795","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76329","3185.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76354","3186.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76378","3187.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76402","3188.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76424","3189.428801","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76448","3190.428798","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76472","3191.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76496","3192.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76520","3193.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76544","3194.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76568","3195.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76592","3196.428803","1.000006","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76616","3197.428799","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76640","3198.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76665","3199.428801","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76689","3200.428799","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76713","3201.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76737","3202.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76761","3203.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76785","3204.428801","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76809","3205.428797","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76833","3206.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76857","3207.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76881","3208.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76906","3209.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76930","3210.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76951","3211.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76975","3212.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"76999","3213.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77023","3214.428792","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77047","3215.428797","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77071","3216.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77095","3217.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77119","3218.428798","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77144","3219.428791","0.999993","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77168","3220.428800","1.000009","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77192","3221.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77216","3222.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77240","3223.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77264","3224.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77285","3225.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77309","3226.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77333","3227.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77357","3228.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77382","3229.428794","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77406","3230.428799","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77430","3231.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77454","3232.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77478","3233.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77502","3234.428794","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77526","3235.428797","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77550","3236.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77574","3237.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77598","3238.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77623","3239.428801","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77647","3240.428795","0.999994","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77668","3241.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77692","3242.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77716","3243.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77740","3244.428801","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77764","3245.428798","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77788","3246.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77812","3247.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77836","3248.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77861","3249.428794","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77885","3250.428798","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77909","3251.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77933","3252.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77957","3253.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"77981","3254.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78005","3255.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78029","3256.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78050","3257.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78074","3258.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78099","3259.428811","1.000015","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78123","3260.428803","0.999992","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78147","3261.428797","0.999994","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78171","3262.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78195","3263.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78219","3264.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78243","3265.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78267","3266.428801","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78291","3267.428801","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78315","3268.428798","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78340","3269.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78364","3270.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78388","3271.428802","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78409","3272.428798","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78433","3273.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78457","3274.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78481","3275.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78505","3276.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78529","3277.428801","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78553","3278.428798","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78578","3279.428802","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78602","3280.428796","0.999994","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78626","3281.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78650","3282.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78674","3283.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78698","3284.428800","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78722","3285.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78746","3286.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78770","3287.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78794","3288.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78819","3289.428801","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78843","3290.428797","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78867","3291.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78891","3292.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78915","3293.428795","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78939","3294.428792","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78960","3295.428795","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"78984","3296.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79008","3297.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79032","3298.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79057","3299.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79081","3300.428800","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79105","3301.428796","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79129","3302.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79153","3303.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79177","3304.428801","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79201","3305.428800","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79225","3306.428795","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79249","3307.428798","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79273","3308.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79298","3309.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79322","3310.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79346","3311.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79370","3312.428801","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79391","3313.428799","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79415","3314.428795","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79439","3315.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79463","3316.428801","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79487","3317.428799","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79511","3318.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79536","3319.428802","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79560","3320.428798","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79584","3321.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79608","3322.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79632","3323.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79656","3324.428793","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79680","3325.428798","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79704","3326.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79728","3327.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79752","3328.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79774","3329.428792","0.999994","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79798","3330.428799","1.000007","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79822","3331.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79846","3332.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79870","3333.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79894","3334.428792","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79918","3335.428796","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79942","3336.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79966","3337.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"79990","3338.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80015","3339.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80039","3340.428799","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80063","3341.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80087","3342.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80111","3343.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80135","3344.428795","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80159","3345.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80183","3346.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80207","3347.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80231","3348.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80253","3349.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80277","3350.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80301","3351.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80325","3352.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80349","3353.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80373","3354.428795","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80397","3355.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80421","3356.428795","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80445","3357.428800","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80469","3358.428796","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80494","3359.428791","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80518","3360.428800","1.000009","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80542","3361.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80566","3362.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80590","3363.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80614","3364.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80635","3365.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80659","3366.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80683","3367.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80707","3368.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80732","3369.428794","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80756","3370.428798","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80780","3371.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80804","3372.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80828","3373.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"80852","3374.428794","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
