"No.","Time","Delta","Source","Destination","Protocol","Length","Info"
"94247","3933.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94271","3934.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94295","3935.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94319","3936.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94343","3937.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94367","3938.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94392","3939.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94413","3940.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94437","3941.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94461","3942.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94485","3943.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94509","3944.428795","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94533","3945.428798","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94557","3946.428830","1.000032","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94581","3947.428795","0.999965","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94605","3948.428798","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94630","3949.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94654","3950.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94678","3951.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94702","3952.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94726","3953.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94750","3954.428804","1.000006","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94774","3955.428797","0.999993","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94798","3956.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94819","3957.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94843","3958.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94868","3959.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94892","3960.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94916","3961.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94940","3962.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94964","3963.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"94988","3964.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95012","3965.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95036","3966.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95060","3967.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95084","3968.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95109","3969.428802","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95133","3970.428797","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95157","3971.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95181","3972.428803","1.000006","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95205","3973.428798","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95226","3974.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95250","3975.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95274","3976.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95298","3977.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95322","3978.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95347","3979.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95371","3980.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95395","3981.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95419","3982.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95443","3983.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95467","3984.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95491","3985.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95515","3986.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95539","3987.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95563","3988.428800","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95588","3989.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95612","3990.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95636","3991.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95657","3992.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95681","3993.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95705","3994.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95729","3995.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95753","3996.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95777","3997.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95801","3998.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95825","3999.428802","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95850","4000.428798","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95874","4001.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95898","4002.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95922","4003.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95946","4004.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95970","4005.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"95994","4006.428795","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96018","4007.428798","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96042","4008.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96066","4009.428802","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96091","4010.428797","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96115","4011.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96139","4012.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96163","4013.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96187","4014.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96211","4015.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96235","4016.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96259","4017.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96283","4018.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96307","4019.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96329","4020.428801","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96353","4021.428797","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96377","4022.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96401","4023.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96425","4024.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96449","4025.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96473","4026.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96497","4027.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96521","4028.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96545","4029.428800","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96570","4030.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96594","4031.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96618","4032.428793","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96642","4033.428796","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96666","4034.428808","1.000012","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96690","4035.428797","0.999989","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96714","4036.428801","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96738","4037.428796","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96762","4038.428795","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96786","4039.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96811","4040.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96835","4041.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96859","4042.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96880","4043.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96904","4044.428802","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96928","4045.428799","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96952","4046.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"96976","4047.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97000","4048.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97024","4049.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97049","4050.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97073","4051.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97097","4052.428794","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97121","4053.428795","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97145","4054.428799","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97169","4055.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97193","4056.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97217","4057.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97241","4058.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97262","4059.428804","1.000007","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97287","4060.428797","0.999993","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97311","4061.428829","1.000032","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97335","4062.428787","0.999958","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97359","4063.428797","1.000010","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97383","4064.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97407","4065.428795","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97431","4066.428799","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97455","4067.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97479","4068.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97503","4069.428800","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97528","4070.428801","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97552","4071.428798","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97576","4072.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97600","4073.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97624","4074.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97648","4075.428799","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97672","4076.428795","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97696","4077.428796","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97720","4078.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97744","4079.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97769","4080.428793","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97793","4081.428799","1.000006","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97814","4082.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97838","4083.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97862","4084.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97886","4085.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97910","4086.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97934","4087.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97958","4088.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"97982","4089.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98007","4090.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98032","4091.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98056","4092.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98082","4093.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98106","4094.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98131","4095.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98155","4096.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98179","4097.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98204","4098.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98228","4099.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98251","4100.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98275","4101.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98300","4102.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98324","4103.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98349","4104.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98373","4105.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98398","4106.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98422","4107.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98446","4108.428798","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98470","4109.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98495","4110.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98519","4111.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98543","4112.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98564","4113.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98588","4114.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98612","4115.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98636","4116.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98660","4117.428795","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98684","4118.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98708","4119.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98733","4120.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98757","4121.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98781","4122.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98805","4123.428795","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98829","4124.428796","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98850","4125.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98874","4126.428801","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98898","4127.428798","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98922","4128.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98946","4129.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98971","4130.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"98995","4131.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99019","4132.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99043","4133.428800","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99067","4134.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99091","4135.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99115","4136.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99139","4137.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99163","4138.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99187","4139.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99212","4140.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99236","4141.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99260","4142.428793","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99284","4143.428797","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99308","4144.428907","1.000110","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99332","4145.428798","0.999891","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99353","4146.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99377","4147.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99401","4148.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99425","4149.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99450","4150.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99474","4151.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99498","4152.428805","1.000006","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99522","4153.428798","0.999993","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99546","4154.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99570","4155.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99594","4156.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99618","4157.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99642","4158.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99666","4159.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99691","4160.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99715","4161.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99736","4162.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99760","4163.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99784","4164.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99808","4165.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99832","4166.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99856","4167.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99880","4168.428797","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99904","4169.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99929","4170.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99953","4171.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"99977","4172.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100001","4173.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100025","4174.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100049","4175.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100073","4176.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100097","4177.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100121","4178.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100142","4179.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100167","4180.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100191","4181.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100215","4182.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100239","4183.428799","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100263","4184.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100287","4185.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100311","4186.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100335","4187.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100359","4188.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100383","4189.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100408","4190.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100432","4191.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100456","4192.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100480","4193.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100504","4194.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100528","4195.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100552","4196.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100576","4197.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100600","4198.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100624","4199.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"100649","4200.428800","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
